"year","marital","age","race","rincome","partyid","relig","denom","tvhours"
2004,"Married",49,"White","$20000 - 24999","Not str republican","Catholic","Not applicable",NA
2004,"Married",23,"White","$15000 - 19999","Ind,near dem","Catholic","Not applicable",NA
2004,"Never married",59,"White","Refused","Ind,near rep","Catholic","Not applicable",NA
2004,"Never married",47,"White","Lt $1000","Strong democrat","None","Not applicable",NA
2004,"Married",31,"White","Not applicable","Strong republican","Protestant","No denomination",0
2004,"Married",55,"White","Not applicable","Ind,near dem","None","Not applicable",NA
2004,"Married",74,"White","$10000 - 14999","Independent","Jewish","Not applicable",NA
2004,"Married",49,"White","$25000 or more","Strong republican","Protestant","Episcopal",NA
2004,"Married",40,"White","$25000 or more","Not str republican","Catholic","Not applicable",NA
2004,"Married",40,"Other","Refused","Strong democrat","Other eastern","Not applicable",NA
2004,"Married",42,"Other","$25000 or more","Ind,near dem","Protestant","Presbyterian c in us",1
2004,"Married",55,"Other","$25000 or more","Not str republican","Hinduism","Not applicable",NA
2004,"Married",48,"White","Not applicable","Other party","Jewish","Not applicable",NA
2004,"Widowed",70,"White","Not applicable","Not str democrat","Catholic","Not applicable",NA
2004,"Married",NA,"White","No answer","Strong republican","Catholic","Not applicable",2
2004,"Married",57,"White","$25000 or more","Ind,near dem","None","Not applicable",NA
2004,"Divorced",59,"White","$25000 or more","Not str republican","Protestant","No denomination",NA
2004,"Never married",38,"Black","$25000 or more","Strong democrat","Catholic","Not applicable",NA
2004,"Never married",33,"Black","$25000 or more","Strong democrat","Protestant","Baptist-dk which",NA
2004,"Married",53,"White","$25000 or more","Strong democrat","None","Not applicable",2
2004,"Married",45,"Black","$25000 or more","Not str democrat","Protestant","No denomination",NA
2004,"Divorced",41,"Black","$10000 - 14999","Not str democrat","Protestant","Other",NA
2004,"Never married",25,"Other","$15000 - 19999","Independent","Protestant","No denomination",2
2004,"Never married",26,"White","$25000 or more","Ind,near dem","None","Not applicable",1
2004,"Married",57,"Other","Refused","Not str democrat","Hinduism","Not applicable",6
2004,"Divorced",57,"Other","$10000 - 14999","Strong democrat","Catholic","Not applicable",NA
2004,"Widowed",66,"White","Not applicable","Independent","Catholic","Not applicable",NA
2004,"Separated",39,"Black","$25000 or more","Strong democrat","Protestant","No denomination",NA
2004,"Married",43,"Other","Refused","Ind,near dem","Catholic","Not applicable",NA
2004,"Married",30,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
2004,"Married",48,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
2004,"Never married",45,"White","Not applicable","Ind,near rep","Protestant","Other",2
2004,"Never married",45,"White","$25000 or more","Ind,near dem","Other","Not applicable",3
2004,"Never married",32,"Other","Refused","Not str republican","None","Not applicable",NA
2004,"Never married",22,"Black","No answer","Ind,near dem","Catholic","Not applicable",NA
2004,"Married",33,"Other","$25000 or more","Not str democrat","Hinduism","Not applicable",NA
2004,"Married",69,"White","Not applicable","Strong republican","Protestant","Presbyterian-dk wh",NA
2004,"Never married",43,"Other","$25000 or more","Not str republican","Catholic","Not applicable",2
2004,"Married",31,"Other","$25000 or more","Independent","Hinduism","Not applicable",NA
2004,"Married",31,"Other","$25000 or more","Not str democrat","Hinduism","Not applicable",NA
2004,"Married",45,"White","Not applicable","Not str republican","Catholic","Not applicable",NA
2004,"Married",79,"White","Not applicable","Not str republican","Catholic","Not applicable",NA
2004,"Never married",18,"White","$4000 to 4999","Independent","Catholic","Not applicable",NA
2004,"Married",55,"White","$15000 - 19999","Strong democrat","Catholic","Not applicable",1
2004,"Divorced",63,"White","Not applicable","Not str republican","Protestant","United methodist",NA
2004,"Married",63,"White","Not applicable","Ind,near dem","Protestant","Methodist-dk which",NA
2004,"Separated",37,"Other","Lt $1000","Not str republican","Catholic","Not applicable",4
2004,"Never married",31,"White","$25000 or more","Not str republican","None","Not applicable",NA
2004,"Married",33,"Black","$25000 or more","Not str democrat","Protestant","Episcopal",2
2004,"Married",37,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
2004,"Married",29,"Other","$5000 to 5999","Not str democrat","Moslem/islam","Not applicable",2
2004,"Married",33,"Other","Not applicable","Strong democrat","Moslem/islam","Not applicable",NA
2004,"Married",50,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",NA
2004,"Married",39,"White","$25000 or more","Not str democrat","Moslem/islam","Not applicable",2
2004,"Married",42,"White","Not applicable","Strong republican","Protestant","United methodist",NA
2004,"Married",35,"White","$25000 or more","Independent","Catholic","Not applicable",2
2004,"Married",57,"Other","$3000 to 3999","Strong republican","Catholic","Not applicable",NA
2004,"Separated",57,"Black","Don't know","Strong democrat","Protestant","Baptist-dk which",3
2004,"Divorced",60,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
2004,"Widowed",74,"White","Not applicable","Not str democrat","Catholic","Not applicable",NA
2004,"Widowed",86,"White","Not applicable","Strong democrat","Catholic","Not applicable",20
2004,"Married",28,"White","Not applicable","Strong democrat","Catholic","Not applicable",3
2004,"Married",34,"White","$25000 or more","Independent","Catholic","Not applicable",NA
2004,"Married",60,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
2004,"Married",49,"Other","$25000 or more","Not str democrat","Protestant","Other",0
2004,"Separated",52,"White","$25000 or more","Strong democrat","None","Not applicable",3
2004,"Never married",35,"White","Not applicable","Ind,near dem","None","Not applicable",NA
2004,"Never married",33,"White","$25000 or more","Not str republican","None","Not applicable",NA
2004,"Married",35,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
2004,"Married",37,"White","$25000 or more","Strong democrat","None","Not applicable",NA
2004,"Married",68,"White","$10000 - 14999","Strong republican","Catholic","Not applicable",NA
2004,"Divorced",47,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
2004,"Never married",42,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",1
2004,"Married",56,"White","$25000 or more","Not str republican","Catholic","Not applicable",1
2004,"Divorced",57,"White","$25000 or more","Strong democrat","Catholic","Not applicable",NA
2004,"Married",62,"White","Not applicable","Strong republican","Catholic","Not applicable",NA
2004,"Divorced",61,"White","Not applicable","Not str democrat","Catholic","Not applicable",NA
2004,"Married",56,"White","$20000 - 24999","Strong democrat","Orthodox-christian","Not applicable",NA
2004,"Married",59,"White","$20000 - 24999","Independent","Catholic","Not applicable",NA
2004,"Never married",19,"White","$15000 - 19999","Not str democrat","None","Not applicable",NA
2004,"Divorced",40,"White","$25000 or more","Not str democrat","Catholic","Not applicable",1
2004,"Married",55,"White","Refused","Not str republican","Catholic","Not applicable",NA
2004,"Married",32,"White","Not applicable","Strong democrat","Catholic","Not applicable",NA
2004,"Married",46,"White","$25000 or more","Not str republican","Jewish","Not applicable",3
2004,"Never married",23,"White","$20000 - 24999","Ind,near rep","Catholic","Not applicable",2
2004,"Divorced",50,"White","$25000 or more","Not str democrat","None","Not applicable",NA
2004,"Never married",24,"White","Not applicable","Not str republican","Protestant","Other",NA
2004,"Married",52,"Other","Don't know","Not str democrat","Catholic","Not applicable",3
2004,"Divorced",51,"White","Not applicable","Not str democrat","Catholic","Not applicable",6
2004,"Married",50,"White","$25000 or more","Independent","None","Not applicable",NA
2004,"Never married",55,"White","$25000 or more","Independent","None","Not applicable",NA
2004,"Never married",21,"White","Not applicable","Independent","Catholic","Not applicable",1
2004,"Married",49,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
2004,"Married",61,"White","$25000 or more","Not str republican","Protestant","Episcopal",1
2004,"Never married",21,"White","$6000 to 6999","Ind,near dem","None","Not applicable",2
2004,"Never married",28,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
2004,"Divorced",45,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
2004,"Never married",61,"Black","$25000 or more","Not str republican","Catholic","Not applicable",NA
2004,"Divorced",35,"White","$25000 or more","Not str republican","Catholic","Not applicable",NA
2004,"Married",32,"Other","Not applicable","Ind,near rep","Moslem/islam","Not applicable",3
2004,"Married",31,"White","$25000 or more","Not str democrat","Catholic","Not applicable",3
2004,"Married",32,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
2004,"Married",58,"White","$25000 or more","Independent","Catholic","Not applicable",NA
2004,"Married",33,"Other","Not applicable","Not str democrat","Catholic","Not applicable",8
2004,"Divorced",51,"White","$25000 or more","Independent","Catholic","Not applicable",NA
2004,"Married",33,"White","$25000 or more","Strong republican","Protestant","United methodist",NA
2004,"Married",58,"White","$25000 or more","Strong republican","Protestant","United methodist",NA
2004,"Never married",25,"White","$20000 - 24999","Ind,near dem","None","Not applicable",1
2004,"Married",28,"White","$25000 or more","Not str democrat","Catholic","Not applicable",3
2004,"Married",33,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
2004,"Married",37,"White","$25000 or more","Not str republican","Protestant","Baptist-dk which",NA
2004,"Married",29,"White","$25000 or more","Not str republican","None","Not applicable",1
2004,"Never married",25,"White","$20000 - 24999","Ind,near rep","Christian","No denomination",NA
2004,"Divorced",50,"White","Not applicable","Other party","Jewish","Not applicable",NA
2004,"Divorced",NA,"White","$25000 or more","Not str democrat","Protestant","No denomination",NA
2004,"Divorced",63,"White","$25000 or more","Not str republican","Protestant","Presbyterian-dk wh",NA
2004,"Married",46,"Black","$25000 or more","Strong republican","None","Not applicable",2
2004,"Married",67,"White","$25000 or more","Strong republican","Protestant","Other",NA
2004,"Divorced",55,"White","$20000 - 24999","Not str democrat","Protestant","Luth ch in america",NA
2004,"Married",34,"Other","$4000 to 4999","Ind,near dem","Catholic","Not applicable",3
2004,"Never married",34,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",3
2004,"Never married",26,"White","$10000 - 14999","Not str republican","Catholic","Not applicable",5
2004,"Never married",31,"White","$25000 or more","Not str republican","Protestant","No denomination",NA
2004,"Married",74,"White","Not applicable","Strong republican","None","Not applicable",NA
2004,"Married",62,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
2004,"Divorced",44,"White","$15000 - 19999","Ind,near rep","Protestant","Other",2
2004,"Married",35,"White","$25000 or more","Strong republican","Protestant","Am baptist asso",NA
2004,"Divorced",38,"Black","$15000 - 19999","Ind,near dem","Protestant","No denomination",NA
2004,"Widowed",69,"White","Not applicable","Independent","Protestant","Baptist-dk which",NA
2004,"Married",35,"Other","$25000 or more","Not str democrat","Protestant","Other",NA
2004,"Divorced",59,"Other","Not applicable","Strong democrat","Protestant","No denomination",NA
2004,"Married",76,"White","Not applicable","Strong republican","Protestant","United methodist",NA
2004,"Divorced",62,"White","$25000 or more","Strong republican","Protestant","No denomination",2
2004,"Married",70,"White","Not applicable","Strong democrat","Catholic","Not applicable",NA
2004,"Divorced",69,"White","Not applicable","Ind,near dem","Protestant","No denomination",NA
2004,"Separated",NA,"White","$6000 to 6999","Strong republican","None","Not applicable",NA
2004,"Divorced",70,"White","$25000 or more","Not str republican","Protestant","Baptist-dk which",NA
